POINTS
253.000000,7.000000
157.000000,28.000000
228.000000,47.000000
0.000000,77.000000
71.000000,86.000000
207.000000,119.000000
88.000000,120.000000
319.000000,150.000000
29.000000,151.000000
300.000000,158.000000
3.000000,159.000000
162.000000,160.000000
373.000000,160.000000
109.000000,196.000000
6.000000,199.000000
280.000000,225.000000
211.000000,231.000000
380.000000,234.000000
129.000000,247.000000
138.000000,248.000000
151.000000,249.000000
340.000000,255.000000
17.000000,259.000000
168.000000,274.000000
267.000000,274.000000
372.000000,301.000000
369.000000,304.000000
287.000000,319.000000
221.000000,325.000000
373.000000,330.000000
263.000000,333.000000
373.000000,335.000000
324.000000,340.000000
228.000000,349.000000
310.000000,352.000000
131.000000,354.000000
323.000000,370.000000
61.000000,375.000000
222.000000,375.000000
397.000000,391.000000
262.000000,394.000000
LINES
71.000000,86.000000,88.000000,120.000000
157.000000,28.000000,71.000000,86.000000
88.000000,120.000000,109.000000,196.000000
267.000000,274.000000,287.000000,319.000000
138.000000,248.000000,168.000000,274.000000
263.000000,333.000000,310.000000,352.000000
319.000000,150.000000,373.000000,160.000000
29.000000,151.000000,6.000000,199.000000
61.000000,375.000000,262.000000,394.000000
168.000000,274.000000,221.000000,325.000000
310.000000,352.000000,323.000000,370.000000
340.000000,255.000000,373.000000,335.000000
397.000000,391.000000,262.000000,394.000000
253.000000,7.000000,228.000000,47.000000
88.000000,120.000000,3.000000,159.000000
162.000000,160.000000,109.000000,196.000000
157.000000,28.000000,228.000000,47.000000
157.000000,28.000000,88.000000,120.000000
207.000000,119.000000,300.000000,158.000000
372.000000,301.000000,373.000000,330.000000
300.000000,158.000000,211.000000,231.000000
109.000000,196.000000,6.000000,199.000000
228.000000,47.000000,88.000000,120.000000
3.000000,159.000000,6.000000,199.000000
129.000000,247.000000,138.000000,248.000000
0.000000,77.000000,3.000000,159.000000
280.000000,225.000000,340.000000,255.000000
6.000000,199.000000,17.000000,259.000000
300.000000,158.000000,280.000000,225.000000
380.000000,234.000000,373.000000,330.000000
109.000000,196.000000,151.000000,249.000000
323.000000,370.000000,262.000000,394.000000
280.000000,225.000000,267.000000,274.000000
228.000000,47.000000,319.000000,150.000000
267.000000,274.000000,221.000000,325.000000
380.000000,234.000000,372.000000,301.000000
228.000000,349.000000,310.000000,352.000000
221.000000,325.000000,263.000000,333.000000
340.000000,255.000000,324.000000,340.000000
0.000000,77.000000,71.000000,86.000000
71.000000,86.000000,3.000000,159.000000
88.000000,120.000000,29.000000,151.000000
211.000000,231.000000,221.000000,325.000000
109.000000,196.000000,131.000000,354.000000
373.000000,160.000000,340.000000,255.000000
109.000000,196.000000,129.000000,247.000000
228.000000,47.000000,207.000000,119.000000
228.000000,349.000000,222.000000,375.000000
373.000000,160.000000,397.000000,391.000000
138.000000,248.000000,151.000000,249.000000
300.000000,158.000000,373.000000,160.000000
287.000000,319.000000,263.000000,333.000000
88.000000,120.000000,162.000000,160.000000
131.000000,354.000000,61.000000,375.000000
221.000000,325.000000,228.000000,349.000000
373.000000,160.000000,280.000000,225.000000
207.000000,119.000000,319.000000,150.000000
168.000000,274.000000,131.000000,354.000000
373.000000,330.000000,373.000000,335.000000
287.000000,319.000000,324.000000,340.000000
61.000000,375.000000,222.000000,375.000000
340.000000,255.000000,267.000000,274.000000
253.000000,7.000000,373.000000,160.000000
109.000000,196.000000,138.000000,248.000000
131.000000,354.000000,222.000000,375.000000
373.000000,335.000000,324.000000,340.000000
109.000000,196.000000,17.000000,259.000000
228.000000,349.000000,323.000000,370.000000
340.000000,255.000000,287.000000,319.000000
373.000000,160.000000,380.000000,234.000000
88.000000,120.000000,6.000000,199.000000
372.000000,301.000000,373.000000,335.000000
211.000000,231.000000,168.000000,274.000000
157.000000,28.000000,0.000000,77.000000
228.000000,47.000000,162.000000,160.000000
323.000000,370.000000,397.000000,391.000000
129.000000,247.000000,168.000000,274.000000
162.000000,160.000000,151.000000,249.000000
380.000000,234.000000,340.000000,255.000000
253.000000,7.000000,319.000000,150.000000
17.000000,259.000000,61.000000,375.000000
373.000000,330.000000,397.000000,391.000000
340.000000,255.000000,369.000000,304.000000
287.000000,319.000000,310.000000,352.000000
151.000000,249.000000,168.000000,274.000000
222.000000,375.000000,262.000000,394.000000
319.000000,150.000000,300.000000,158.000000
369.000000,304.000000,373.000000,335.000000
211.000000,231.000000,151.000000,249.000000
280.000000,225.000000,211.000000,231.000000
287.000000,319.000000,221.000000,325.000000
228.000000,349.000000,262.000000,394.000000
253.000000,7.000000,157.000000,28.000000
207.000000,119.000000,211.000000,231.000000
263.000000,333.000000,228.000000,349.000000
207.000000,119.000000,162.000000,160.000000
324.000000,340.000000,310.000000,352.000000
280.000000,225.000000,221.000000,325.000000
372.000000,301.000000,369.000000,304.000000
109.000000,196.000000,61.000000,375.000000
168.000000,274.000000,222.000000,375.000000
380.000000,234.000000,369.000000,304.000000
129.000000,247.000000,131.000000,354.000000
29.000000,151.000000,3.000000,159.000000
373.000000,335.000000,397.000000,391.000000
207.000000,119.000000,151.000000,249.000000
324.000000,340.000000,323.000000,370.000000
373.000000,335.000000,323.000000,370.000000
221.000000,325.000000,222.000000,375.000000
380.000000,234.000000,397.000000,391.000000
