POINTS
1812.000000,26.000000
3246.000000,52.000000
1542.000000,59.000000
891.000000,67.000000
2764.000000,69.000000
1970.000000,71.000000
3122.000000,79.000000
3331.000000,113.000000
1353.000000,114.000000
125.000000,117.000000
3271.000000,134.000000
2760.000000,173.000000
2705.000000,178.000000
2846.000000,179.000000
1769.000000,180.000000
2500.000000,205.000000
2964.000000,226.000000
1418.000000,227.000000
1991.000000,231.000000
2577.000000,253.000000
753.000000,261.000000
773.000000,272.000000
1380.000000,284.000000
2390.000000,286.000000
1302.000000,294.000000
3165.000000,299.000000
2197.000000,304.000000
2550.000000,308.000000
2039.000000,337.000000
2613.000000,350.000000
326.000000,361.000000
59.000000,362.000000
2102.000000,362.000000
193.000000,366.000000
1737.000000,376.000000
2675.000000,386.000000
798.000000,396.000000
775.000000,402.000000
1641.000000,405.000000
2874.000000,423.000000
2496.000000,425.000000
2888.000000,447.000000
1479.000000,468.000000
2125.000000,468.000000
2936.000000,475.000000
2554.000000,479.000000
1809.000000,482.000000
231.000000,494.000000
2292.000000,495.000000
2544.000000,520.000000
172.000000,521.000000
695.000000,531.000000
1219.000000,535.000000
1325.000000,576.000000
2332.000000,580.000000
2308.000000,591.000000
2807.000000,603.000000
2051.000000,605.000000
881.000000,610.000000
1607.000000,616.000000
112.000000,623.000000
518.000000,624.000000
2724.000000,631.000000
1004.000000,656.000000
361.000000,676.000000
2562.000000,679.000000
2567.000000,681.000000
1694.000000,683.000000
3252.000000,712.000000
12.000000,719.000000
1986.000000,755.000000
2148.000000,787.000000
1238.000000,804.000000
3014.000000,813.000000
1061.000000,815.000000
1212.000000,816.000000
2065.000000,824.000000
306.000000,830.000000
1599.000000,834.000000
1160.000000,896.000000
950.000000,897.000000
2290.000000,902.000000
822.000000,920.000000
980.000000,920.000000
475.000000,956.000000
353.000000,959.000000
881.000000,1001.000000
2089.000000,1010.000000
770.000000,1014.000000
1775.000000,1017.000000
1602.000000,1048.000000
1225.000000,1055.000000
2168.000000,1056.000000
2280.000000,1064.000000
2919.000000,1066.000000
895.000000,1078.000000
1551.000000,1100.000000
2758.000000,1102.000000
2476.000000,1116.000000
1765.000000,1120.000000
1102.000000,1121.000000
2324.000000,1161.000000
976.000000,1173.000000
1401.000000,1183.000000
1250.000000,1185.000000
3107.000000,1186.000000
2499.000000,1230.000000
1469.000000,1233.000000
749.000000,1235.000000
220.000000,1314.000000
1673.000000,1323.000000
1284.000000,1344.000000
2594.000000,1364.000000
1791.000000,1365.000000
2553.000000,1400.000000
2613.000000,1411.000000
2450.000000,1412.000000
2404.000000,1420.000000
3158.000000,1426.000000
563.000000,1431.000000
352.000000,1435.000000
2477.000000,1437.000000
2473.000000,1470.000000
2524.000000,1470.000000
1634.000000,1485.000000
1449.000000,1498.000000
2194.000000,1504.000000
325.000000,1519.000000
2788.000000,1539.000000
789.000000,1548.000000
2285.000000,1550.000000
1978.000000,1553.000000
134.000000,1555.000000
2063.000000,1559.000000
2162.000000,1585.000000
610.000000,1590.000000
383.000000,1595.000000
448.000000,1610.000000
454.000000,1612.000000
1013.000000,1613.000000
